system:index,date,surface_net_solar_radiation_sum,.geo
20140622,2014-06-22,1.7081395151628484E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140623,2014-06-23,1.2680406035634441E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140624,2014-06-24,1.438091885330829E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140625,2014-06-25,1.4764724435364068E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140626,2014-06-26,1.4009639358707043E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140627,2014-06-27,1.4508044494085451E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140628,2014-06-28,1.0083274497552678E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140629,2014-06-29,1.2332425195484229E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140630,2014-06-30,1.3924511228557744E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140701,2014-07-01,1.4644555093886756E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140702,2014-07-02,1.451091255590233E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140703,2014-07-03,1.7365780021768773E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140704,2014-07-04,1.1631509197590666E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140705,2014-07-05,1.0186340780612406E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140706,2014-07-06,1.115844829445882E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140707,2014-07-07,1.0173887973224389E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140708,2014-07-08,1.2132362156201912E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140709,2014-07-09,1.0292875211959746E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140710,2014-07-10,7.947752133435818E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140711,2014-07-11,9.546833166402496E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140712,2014-07-12,1.0246723095617547E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140713,2014-07-13,8.243167728845872E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140714,2014-07-14,1.2581297428489338E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140715,2014-07-15,1.5002714452412117E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140716,2014-07-16,1.7211601984113682E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140717,2014-07-17,1.795178648500816E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140718,2014-07-18,1.7282188465289799E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140719,2014-07-19,1.3936914642282389E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140720,2014-07-20,1.0311798539652684E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140721,2014-07-21,1.0379945852677621E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140722,2014-07-22,1.055590981211237E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140723,2014-07-23,1.4005822342433611E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140724,2014-07-24,1.5149184285002965E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140725,2014-07-25,1.415467533308761E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140726,2014-07-26,1.3771368465910145E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140727,2014-07-27,1.4030465532451996E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140728,2014-07-28,9.832105337908898E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140729,2014-07-29,8.949390231670979E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140730,2014-07-30,1.159718737011424E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140731,2014-07-31,1.4957245434958543E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140801,2014-08-01,1.4073399234547758E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140802,2014-08-02,1.1572512009170867E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140803,2014-08-03,1.260185334435072E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140804,2014-08-04,1.286333340169009E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140805,2014-08-05,1.4477840705195457E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140806,2014-08-06,1.1333678430799545E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140807,2014-08-07,1.0796722477953117E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140808,2014-08-08,1.0278551996302145E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140809,2014-08-09,1.1287933342365902E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140810,2014-08-10,1.1061986784101111E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140811,2014-08-11,1.1566967424255459E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140812,2014-08-12,1.165394831349869E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140813,2014-08-13,9.616608890134777E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140814,2014-08-14,1.1407798493522475E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140815,2014-08-15,1.1542931472650598E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140816,2014-08-16,1.2484776976718883E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140817,2014-08-17,1.2287517488259012E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140818,2014-08-18,1.2307340033703188E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140819,2014-08-19,1.2117354932656398E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140820,2014-08-20,1.1852002446968287E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140821,2014-08-21,1.3136528688645367E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140822,2014-08-22,1.1267977662195799E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140823,2014-08-23,1.0863595485973598E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140824,2014-08-24,1.2205468406977492E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140825,2014-08-25,9.070753018460957E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140826,2014-08-26,7.381430275616723E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140827,2014-08-27,9.15934387439913E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140828,2014-08-28,1.0467463823294287E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140829,2014-08-29,9.44310169065716E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140830,2014-08-30,9.880700322895025E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140831,2014-08-31,1.084368023328298E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140901,2014-09-01,1.2269540782557078E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140902,2014-09-02,1.274083112631076E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140903,2014-09-03,1.2553762279677613E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140904,2014-09-04,1.1095106505206969E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140905,2014-09-05,1.0277740587735797E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140906,2014-09-06,1.1279378987448559E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140907,2014-09-07,1.1281208638627797E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140908,2014-09-08,1.0154540970736617E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140909,2014-09-09,1.00500504480194E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140910,2014-09-10,1.125703550857821E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140911,2014-09-11,1.1791943414677121E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140912,2014-09-12,1.2038657293922762E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140913,2014-09-13,1.0077826935617182E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140914,2014-09-14,9.24197444325657E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140915,2014-09-15,9.404401357640629E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140916,2014-09-16,1.061820158932558E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140917,2014-09-17,8.746154419558912E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140918,2014-09-18,9.035991577994484E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140919,2014-09-19,8.119938646542669E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140920,2014-09-20,9.459674141858957E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140921,2014-09-21,7.557708070409544E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140922,2014-09-22,9.537062632841488E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140923,2014-09-23,1.0312579642452285E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140924,2014-09-24,7.616283469651149E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140925,2014-09-25,8.308728083612481E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140926,2014-09-26,1.0747904430320494E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140927,2014-09-27,1.0588141590194285E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140928,2014-09-28,9.77157489434242E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140929,2014-09-29,6.028968869163479E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20140930,2014-09-30,5.814235167480534E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141001,2014-10-01,7.385883170792428E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141002,2014-10-02,8.930464285447988E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141003,2014-10-03,8.924030605644178E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141004,2014-10-04,7.856588224069369E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141005,2014-10-05,5.670161797586311E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141006,2014-10-06,5.606083351051936E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141007,2014-10-07,5.191719795816358E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141008,2014-10-08,5.630307260025027E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141009,2014-10-09,5.6576077848138955E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141010,2014-10-10,4.828092652467416E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141011,2014-10-11,7.058400791870245E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141012,2014-10-12,4.679887646717794E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141013,2014-10-13,6.597871899598668E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141014,2014-10-14,6.760497272547051E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141015,2014-10-15,4.723559369040928E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141016,2014-10-16,4.630999701908262E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141017,2014-10-17,6.497856219861406E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141018,2014-10-18,7.874144971927873E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141019,2014-10-19,7.474026214402088E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141020,2014-10-20,5.595399593538095E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141021,2014-10-21,4.618636805035199E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141022,2014-10-22,5.84711672595365E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141023,2014-10-23,5.827041697661026E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141024,2014-10-24,5.725994616986842E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141025,2014-10-25,5.484166428127996E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141026,2014-10-26,5.958985947065534E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141027,2014-10-27,6.325440779127035E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141028,2014-10-28,5.9584603188421875E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141029,2014-10-29,5.6342596449229E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141030,2014-10-30,6.516416677471545E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141031,2014-10-31,6.655637432832256E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141101,2014-11-01,6.211466332469004E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141102,2014-11-02,4.609198375212143E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141103,2014-11-03,3.3684317424557686E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141104,2014-11-04,2.636753601164563E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141105,2014-11-05,3.889059294377952E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141106,2014-11-06,4.482488337442494E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141107,2014-11-07,3.7746947599109854E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141108,2014-11-08,4.57907725914996E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141109,2014-11-09,3.012267832117627E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141110,2014-11-10,3.9255064126636035E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141111,2014-11-11,3.702026424036189E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141112,2014-11-12,3.722858167059293E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141113,2014-11-13,4.0634102825300137E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141114,2014-11-14,2.526977666209115E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141115,2014-11-15,3.0220642684888916E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141116,2014-11-16,3.0893716741955107E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141117,2014-11-17,2.6178085055910312E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141118,2014-11-18,3.138084923093541E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141119,2014-11-19,3.705724882080126E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141120,2014-11-20,3.619801751585706E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141121,2014-11-21,3.897129342601276E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141122,2014-11-22,3.5994216429238066E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141123,2014-11-23,3.3498989199592017E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141124,2014-11-24,2.494912118409131E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141125,2014-11-25,1.871126904249741E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141126,2014-11-26,1.5809451772769338E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141127,2014-11-27,2.634344040861634E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141128,2014-11-28,3.287550237906712E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141129,2014-11-29,3.153050207798954E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141130,2014-11-30,3.1482221014458916E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141201,2014-12-01,1.7063417475493525E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141202,2014-12-02,1.6166824380470906E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141203,2014-12-03,2.009618049977359E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141204,2014-12-04,2.2092027642445293E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141205,2014-12-05,1.9811215503381672E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141206,2014-12-06,2.2529752226267124E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141207,2014-12-07,2.0774306678085244E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141208,2014-12-08,2.266834771117536E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141209,2014-12-09,3.15024031303161E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141210,2014-12-10,1.4436970594832703E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141211,2014-12-11,2.3374388663432803E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141212,2014-12-12,2.1298408018262188E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141213,2014-12-13,1.9310586899225208E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141214,2014-12-14,1.796220126413495E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141215,2014-12-15,1.9568428468755156E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141216,2014-12-16,1.6474682353124746E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141217,2014-12-17,6.506196245202666E11,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141218,2014-12-18,1.057421961017709E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141219,2014-12-19,1.4578339247240933E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141220,2014-12-20,2.201317186222169E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141221,2014-12-21,2.81861979707106E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141222,2014-12-22,3.1734870998433086E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141223,2014-12-23,3.133992580081151E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141224,2014-12-24,2.167225560624062E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141225,2014-12-25,2.2067948179163784E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141226,2014-12-26,2.28005525923012E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141227,2014-12-27,1.7752751125593118E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141228,2014-12-28,2.552660035649194E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141229,2014-12-29,3.331277631138588E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141230,2014-12-30,2.758275778756487E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20141231,2014-12-31,3.0818891744986396E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150101,2015-01-01,3.38469481358074E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150102,2015-01-02,2.1749295874943826E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150103,2015-01-03,1.35459698960069E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150104,2015-01-04,2.0761701508078765E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150105,2015-01-05,3.575021024354328E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150106,2015-01-06,2.856760752085549E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150107,2015-01-07,2.4602268668336196E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150108,2015-01-08,2.1919032888825093E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150109,2015-01-09,1.493063129557578E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150110,2015-01-10,1.8085485144886973E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150111,2015-01-11,3.3916589396903535E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150112,2015-01-12,3.7838108544685186E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150113,2015-01-13,3.1668377682376016E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150114,2015-01-14,3.0499499821443164E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150115,2015-01-15,2.413884287042975E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150116,2015-01-16,2.027152538118938E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150117,2015-01-17,3.4137287391739624E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150118,2015-01-18,3.435721053896618E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150119,2015-01-19,2.4534368938185273E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150120,2015-01-20,2.6992786787943447E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150121,2015-01-21,3.1441852109445977E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150122,2015-01-22,3.3239418825075405E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150123,2015-01-23,2.9872701148953223E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150124,2015-01-24,2.693199354584455E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150125,2015-01-25,3.7364587799277314E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150126,2015-01-26,1.5957563931125244E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150127,2015-01-27,2.671275998299631E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150128,2015-01-28,2.0472442534368271E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150129,2015-01-29,1.3101196448229656E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150130,2015-01-30,3.397389707397215E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150131,2015-01-31,3.4735280118978164E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150201,2015-02-01,3.6020673789319443E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150202,2015-02-02,3.850383350227405E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150203,2015-02-03,3.472611339786968E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150204,2015-02-04,3.63214448830562E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150205,2015-02-05,3.963877159303895E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150206,2015-02-06,3.8274388179756265E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150207,2015-02-07,5.577343768861866E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150208,2015-02-08,4.0344737019764663E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150209,2015-02-09,5.22570697359533E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150210,2015-02-10,4.894990948719191E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150211,2015-02-11,6.455409802703892E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150212,2015-02-12,5.875471742269752E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150213,2015-02-13,5.177500530312758E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150214,2015-02-14,3.5245864785554937E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150215,2015-02-15,3.845646234532387E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150216,2015-02-16,5.359759529960356E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150217,2015-02-17,4.448128349973054E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150218,2015-02-18,6.100567776867339E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150219,2015-02-19,6.967209428662077E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150220,2015-02-20,4.830264070268119E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150221,2015-02-21,4.461756103135624E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150222,2015-02-22,6.157721094930815E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150223,2015-02-23,4.0032875373800815E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150224,2015-02-24,5.93150473846982E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150225,2015-02-25,3.543803826135152E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150226,2015-02-26,2.5494614146328423E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150227,2015-02-27,5.765380273926938E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150228,2015-02-28,4.827413935886873E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150301,2015-03-01,3.051472305167721E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150302,2015-03-02,5.696491624093516E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150303,2015-03-03,5.689481964010963E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150304,2015-03-04,7.633750758202458E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150305,2015-03-05,8.616851494723391E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150306,2015-03-06,9.73342340560365E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150307,2015-03-07,9.35935420657881E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150308,2015-03-08,9.71420033775169E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150309,2015-03-09,7.945788505567385E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150310,2015-03-10,7.302216360450361E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150311,2015-03-11,8.862958457042254E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150312,2015-03-12,1.0285203641154996E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150313,2015-03-13,6.652562395566223E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150314,2015-03-14,7.2063522384631875E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150315,2015-03-15,6.7543125993879795E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150316,2015-03-16,8.622059387330111E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150317,2015-03-17,9.646382227142105E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150318,2015-03-18,9.283849457846059E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150319,2015-03-19,8.625668419191857E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150320,2015-03-20,7.726798863857425E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150321,2015-03-21,5.689334778162688E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150322,2015-03-22,6.579068024164232E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150323,2015-03-23,9.595630828494873E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150324,2015-03-24,6.78044658907126E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150325,2015-03-25,7.759725216684555E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150326,2015-03-26,6.340185869771049E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150327,2015-03-27,8.085477931587584E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150328,2015-03-28,4.608103406719528E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150329,2015-03-29,3.807849476405459E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150330,2015-03-30,4.6320089125914E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150331,2015-03-31,7.191448998435213E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150401,2015-04-01,9.270258866076855E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150402,2015-04-02,5.733751068841179E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150403,2015-04-03,6.440025899421329E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150404,2015-04-04,5.802878088445307E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20150405,2015-04-05,1.2097042947073602E13,"{""type"":""MultiPoint"",""coordinates"":[]}"
