system:index,date,u_component_of_wind_10m,.geo
20100727,2010-07-27,852333.4970186279,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100728,2010-07-28,1360159.3538522632,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100729,2010-07-29,1566112.553261922,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100730,2010-07-30,837635.7640182262,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100731,2010-07-31,598847.951184132,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100801,2010-08-01,977302.1728022075,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100802,2010-08-02,1029485.7779782211,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100803,2010-08-03,1368573.1096422176,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100804,2010-08-04,2003971.9026850485,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100805,2010-08-05,1937564.5103114601,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100806,2010-08-06,830537.7388530441,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100807,2010-08-07,798977.378205241,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100808,2010-08-08,803660.9345230808,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100809,2010-08-09,546554.9058251438,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100810,2010-08-10,1314425.682266055,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100811,2010-08-11,1499617.796956959,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100812,2010-08-12,1360557.975780505,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100813,2010-08-13,981166.3572548871,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100814,2010-08-14,598766.9646866246,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100815,2010-08-15,1152865.3246657327,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100816,2010-08-16,2249860.1590541955,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100817,2010-08-17,1728699.4264895336,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100818,2010-08-18,1595803.7186243017,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100819,2010-08-19,206650.6201495761,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100820,2010-08-20,482878.8104116648,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100821,2010-08-21,536141.5081941158,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100822,2010-08-22,349415.6084247158,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100823,2010-08-23,1774542.5542672512,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100824,2010-08-24,1986676.9543926306,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100825,2010-08-25,617862.9770260828,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100826,2010-08-26,1123602.9409179934,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100827,2010-08-27,2014847.9432592657,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100828,2010-08-28,1353183.367989733,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100829,2010-08-29,1744931.8792354995,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100830,2010-08-30,913598.0572634463,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100831,2010-08-31,-1359429.616798823,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100901,2010-09-01,-1928414.2256803599,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100902,2010-09-02,-1200032.9143712525,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100903,2010-09-03,-504585.2116448793,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100904,2010-09-04,-434503.4245741508,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100905,2010-09-05,-1107134.5116063112,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100906,2010-09-06,-678437.7662919291,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100907,2010-09-07,54060.728990211996,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100908,2010-09-08,2020273.287917858,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100909,2010-09-09,1802388.3967398582,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100910,2010-09-10,740451.9670888148,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100911,2010-09-11,-217583.88398147642,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100912,2010-09-12,957911.0124711806,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100913,2010-09-13,847198.5908040494,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100914,2010-09-14,1435115.9228814857,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100915,2010-09-15,1790320.8891964466,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100916,2010-09-16,1410186.4905878543,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100917,2010-09-17,450053.3591701968,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100918,2010-09-18,107861.79107289595,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100919,2010-09-19,340385.05870615685,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100920,2010-09-20,-191188.18743214893,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100921,2010-09-21,-913344.9875085782,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100922,2010-09-22,-302316.2623484536,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100923,2010-09-23,678317.4359033394,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100924,2010-09-24,1767314.240856193,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100925,2010-09-25,1098887.33472368,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100926,2010-09-26,1568234.7143739471,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100927,2010-09-27,1187493.1363136878,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100928,2010-09-28,821514.0284322427,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100929,2010-09-29,311499.4048030719,"{""type"":""MultiPoint"",""coordinates"":[]}"
20100930,2010-09-30,1084292.087557098,"{""type"":""MultiPoint"",""coordinates"":[]}"
20101001,2010-10-01,363399.3124273134,"{""type"":""MultiPoint"",""coordinates"":[]}"
20101002,2010-10-02,-154426.18094719585,"{""type"":""MultiPoint"",""coordinates"":[]}"
20101003,2010-10-03,-982647.1254911365,"{""type"":""MultiPoint"",""coordinates"":[]}"
20101004,2010-10-04,-91599.37119256577,"{""type"":""MultiPoint"",""coordinates"":[]}"
20101005,2010-10-05,776905.8081298044,"{""type"":""MultiPoint"",""coordinates"":[]}"
20101006,2010-10-06,-52123.359047961945,"{""type"":""MultiPoint"",""coordinates"":[]}"
20101007,2010-10-07,-1702169.5401240473,"{""type"":""MultiPoint"",""coordinates"":[]}"
20101008,2010-10-08,-1770569.783985345,"{""type"":""MultiPoint"",""coordinates"":[]}"
20101009,2010-10-09,-1791426.7483657845,"{""type"":""MultiPoint"",""coordinates"":[]}"
20101010,2010-10-10,-2163839.5115808332,"{""type"":""MultiPoint"",""coordinates"":[]}"
20101011,2010-10-11,-2144301.125346073,"{""type"":""MultiPoint"",""coordinates"":[]}"
20101012,2010-10-12,-1469171.125905591,"{""type"":""MultiPoint"",""coordinates"":[]}"
20101013,2010-10-13,-789559.8450709176,"{""type"":""MultiPoint"",""coordinates"":[]}"
20101014,2010-10-14,-255276.64021385915,"{""type"":""MultiPoint"",""coordinates"":[]}"
20101015,2010-10-15,102159.70809951171,"{""type"":""MultiPoint"",""coordinates"":[]}"
20101016,2010-10-16,568853.9107626169,"{""type"":""MultiPoint"",""coordinates"":[]}"
20101017,2010-10-17,-41012.15947426329,"{""type"":""MultiPoint"",""coordinates"":[]}"
20101018,2010-10-18,870200.1158170823,"{""type"":""MultiPoint"",""coordinates"":[]}"
20101019,2010-10-19,2257365.537739354,"{""type"":""MultiPoint"",""coordinates"":[]}"
20101020,2010-10-20,1525527.052586407,"{""type"":""MultiPoint"",""coordinates"":[]}"
20101021,2010-10-21,-323941.6884443129,"{""type"":""MultiPoint"",""coordinates"":[]}"
20101022,2010-10-22,-192689.28212331212,"{""type"":""MultiPoint"",""coordinates"":[]}"
20101023,2010-10-23,1574120.2331660653,"{""type"":""MultiPoint"",""coordinates"":[]}"
20101024,2010-10-24,738451.1920058931,"{""type"":""MultiPoint"",""coordinates"":[]}"
20101025,2010-10-25,-18906.589412492634,"{""type"":""MultiPoint"",""coordinates"":[]}"
20101026,2010-10-26,-50667.226407698996,"{""type"":""MultiPoint"",""coordinates"":[]}"
20101027,2010-10-27,410672.96523044794,"{""type"":""MultiPoint"",""coordinates"":[]}"
20101028,2010-10-28,178539.10691074218,"{""type"":""MultiPoint"",""coordinates"":[]}"
20101029,2010-10-29,-694507.3362076618,"{""type"":""MultiPoint"",""coordinates"":[]}"
20101030,2010-10-30,-208297.1266614753,"{""type"":""MultiPoint"",""coordinates"":[]}"
20101031,2010-10-31,-1035082.2937960165,"{""type"":""MultiPoint"",""coordinates"":[]}"
20101101,2010-11-01,488090.80705583806,"{""type"":""MultiPoint"",""coordinates"":[]}"
20101102,2010-11-02,1532959.4231624315,"{""type"":""MultiPoint"",""coordinates"":[]}"
20101103,2010-11-03,1959106.947610115,"{""type"":""MultiPoint"",""coordinates"":[]}"
20101104,2010-11-04,1674884.8603922632,"{""type"":""MultiPoint"",""coordinates"":[]}"
20101105,2010-11-05,1174350.8792276527,"{""type"":""MultiPoint"",""coordinates"":[]}"
20101106,2010-11-06,1428963.9228086052,"{""type"":""MultiPoint"",""coordinates"":[]}"
20101107,2010-11-07,1407093.2539143143,"{""type"":""MultiPoint"",""coordinates"":[]}"
20101108,2010-11-08,1054276.1446639507,"{""type"":""MultiPoint"",""coordinates"":[]}"
20101109,2010-11-09,777950.5259089858,"{""type"":""MultiPoint"",""coordinates"":[]}"
20101110,2010-11-10,1526553.8852518974,"{""type"":""MultiPoint"",""coordinates"":[]}"
20101111,2010-11-11,2102075.237277337,"{""type"":""MultiPoint"",""coordinates"":[]}"
20101112,2010-11-12,3492374.364668763,"{""type"":""MultiPoint"",""coordinates"":[]}"
20101113,2010-11-13,1499465.9022100705,"{""type"":""MultiPoint"",""coordinates"":[]}"
20101114,2010-11-14,891041.1726717508,"{""type"":""MultiPoint"",""coordinates"":[]}"
20101115,2010-11-15,277816.8128664589,"{""type"":""MultiPoint"",""coordinates"":[]}"
20101116,2010-11-16,316165.75482191093,"{""type"":""MultiPoint"",""coordinates"":[]}"
20101117,2010-11-17,-669135.1629226778,"{""type"":""MultiPoint"",""coordinates"":[]}"
20101118,2010-11-18,1012789.3048992697,"{""type"":""MultiPoint"",""coordinates"":[]}"
20101119,2010-11-19,-97426.87043283296,"{""type"":""MultiPoint"",""coordinates"":[]}"
20101120,2010-11-20,-1706079.4567995986,"{""type"":""MultiPoint"",""coordinates"":[]}"
20101121,2010-11-21,-874920.958920182,"{""type"":""MultiPoint"",""coordinates"":[]}"
20101122,2010-11-22,633067.458520012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20101123,2010-11-23,1185184.7097078823,"{""type"":""MultiPoint"",""coordinates"":[]}"
20101124,2010-11-24,1415510.325350034,"{""type"":""MultiPoint"",""coordinates"":[]}"
20101125,2010-11-25,1182434.9431616957,"{""type"":""MultiPoint"",""coordinates"":[]}"
20101126,2010-11-26,1331262.2726904708,"{""type"":""MultiPoint"",""coordinates"":[]}"
20101127,2010-11-27,-488645.3721919541,"{""type"":""MultiPoint"",""coordinates"":[]}"
20101128,2010-11-28,-288516.0011433627,"{""type"":""MultiPoint"",""coordinates"":[]}"
20101129,2010-11-29,-155523.50830627396,"{""type"":""MultiPoint"",""coordinates"":[]}"
20101130,2010-11-30,-1796470.4478709134,"{""type"":""MultiPoint"",""coordinates"":[]}"
20101201,2010-12-01,-181227.19620838916,"{""type"":""MultiPoint"",""coordinates"":[]}"
20101202,2010-12-02,319179.2235249076,"{""type"":""MultiPoint"",""coordinates"":[]}"
20101203,2010-12-03,772707.9538861925,"{""type"":""MultiPoint"",""coordinates"":[]}"
20101204,2010-12-04,380475.4476560775,"{""type"":""MultiPoint"",""coordinates"":[]}"
20101205,2010-12-05,-157300.01791114456,"{""type"":""MultiPoint"",""coordinates"":[]}"
20101206,2010-12-06,-789641.4164291269,"{""type"":""MultiPoint"",""coordinates"":[]}"
20101207,2010-12-07,-854851.5652687775,"{""type"":""MultiPoint"",""coordinates"":[]}"
20101208,2010-12-08,-112054.01509062183,"{""type"":""MultiPoint"",""coordinates"":[]}"
20101209,2010-12-09,796558.4880433772,"{""type"":""MultiPoint"",""coordinates"":[]}"
20101210,2010-12-10,822590.4319646582,"{""type"":""MultiPoint"",""coordinates"":[]}"
20101211,2010-12-11,552846.9645397256,"{""type"":""MultiPoint"",""coordinates"":[]}"
20101212,2010-12-12,-269884.131314505,"{""type"":""MultiPoint"",""coordinates"":[]}"
20101213,2010-12-13,-996182.5004971828,"{""type"":""MultiPoint"",""coordinates"":[]}"
20101214,2010-12-14,-70364.09582482964,"{""type"":""MultiPoint"",""coordinates"":[]}"
20101215,2010-12-15,645266.3908829123,"{""type"":""MultiPoint"",""coordinates"":[]}"
20101216,2010-12-16,1969617.3468504795,"{""type"":""MultiPoint"",""coordinates"":[]}"
20101217,2010-12-17,1761777.7629622133,"{""type"":""MultiPoint"",""coordinates"":[]}"
20101218,2010-12-18,619608.3811474921,"{""type"":""MultiPoint"",""coordinates"":[]}"
20101219,2010-12-19,791939.5718294401,"{""type"":""MultiPoint"",""coordinates"":[]}"
20101220,2010-12-20,398685.2707089241,"{""type"":""MultiPoint"",""coordinates"":[]}"
20101221,2010-12-21,-662672.5520729942,"{""type"":""MultiPoint"",""coordinates"":[]}"
20101222,2010-12-22,-1339308.3110595662,"{""type"":""MultiPoint"",""coordinates"":[]}"
20101223,2010-12-23,-435504.6303382641,"{""type"":""MultiPoint"",""coordinates"":[]}"
20101224,2010-12-24,908740.8357840226,"{""type"":""MultiPoint"",""coordinates"":[]}"
20101225,2010-12-25,152378.4631218558,"{""type"":""MultiPoint"",""coordinates"":[]}"
20101226,2010-12-26,-104236.24043647214,"{""type"":""MultiPoint"",""coordinates"":[]}"
20101227,2010-12-27,-1188250.0519592443,"{""type"":""MultiPoint"",""coordinates"":[]}"
20101228,2010-12-28,-256977.3785207579,"{""type"":""MultiPoint"",""coordinates"":[]}"
20101229,2010-12-29,-1206468.3991148565,"{""type"":""MultiPoint"",""coordinates"":[]}"
20101230,2010-12-30,-1804795.841465872,"{""type"":""MultiPoint"",""coordinates"":[]}"
20101231,2010-12-31,-1460201.6289658681,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110101,2011-01-01,-220019.13237680617,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110102,2011-01-02,-230620.7489831929,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110103,2011-01-03,-221780.7500704382,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110104,2011-01-04,-253525.04367148672,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110105,2011-01-05,-524039.44396247336,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110106,2011-01-06,938745.6683798109,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110107,2011-01-07,165741.18998298747,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110108,2011-01-08,911613.7273175927,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110109,2011-01-09,938085.6079270369,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110110,2011-01-10,-194148.83438298857,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110111,2011-01-11,1794079.238206342,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110112,2011-01-12,1817002.9594169771,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110113,2011-01-13,2063927.939342753,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110114,2011-01-14,1402125.3306633444,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110115,2011-01-15,885945.3643810144,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110116,2011-01-16,-98703.50858216433,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110117,2011-01-17,538884.9341134042,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110118,2011-01-18,799022.3504463036,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110119,2011-01-19,-483463.11871871795,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110120,2011-01-20,-444479.8604947016,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110121,2011-01-21,-822046.8530308865,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110122,2011-01-22,-793514.112323151,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110123,2011-01-23,-750181.4684997406,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110124,2011-01-24,-180410.21799410786,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110125,2011-01-25,1170034.6161973935,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110126,2011-01-26,202139.47797590977,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110127,2011-01-27,-2172472.4253118797,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110128,2011-01-28,-2173315.375796484,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110129,2011-01-29,-1512233.3274684348,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110130,2011-01-30,-791725.6536304408,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110131,2011-01-31,-245627.68902930946,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110201,2011-02-01,706269.3125872145,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110202,2011-02-02,754182.7330023441,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110203,2011-02-03,1110921.576358976,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110204,2011-02-04,1954743.573455241,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110205,2011-02-05,1890005.3743391272,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110206,2011-02-06,699108.8934795831,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110207,2011-02-07,556666.2957441342,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110208,2011-02-08,-386630.7242826755,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110209,2011-02-09,-645612.8143678905,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110210,2011-02-10,343920.6190265855,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110211,2011-02-11,469567.1354443194,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110212,2011-02-12,1044979.9890006098,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110213,2011-02-13,-281879.67140221584,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110214,2011-02-14,644947.9997443614,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110215,2011-02-15,186300.53685702954,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110216,2011-02-16,-781203.913253866,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110217,2011-02-17,-893471.0970377563,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110218,2011-02-18,279560.0151290807,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110219,2011-02-19,19402.040932042262,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110220,2011-02-20,818356.6017791233,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110221,2011-02-21,257506.93258306244,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110222,2011-02-22,226562.7525860706,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110223,2011-02-23,252373.33577073683,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110224,2011-02-24,1240235.489369763,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110225,2011-02-25,598123.7978010405,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110226,2011-02-26,1790691.3477723598,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110227,2011-02-27,1876037.1954550364,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110228,2011-02-28,-221828.02081359894,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110301,2011-03-01,-798303.8228081539,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110302,2011-03-02,-1072731.9505052203,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110303,2011-03-03,-1377813.4089105425,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110304,2011-03-04,-1386300.8394854818,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110305,2011-03-05,-701980.9088011496,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110306,2011-03-06,-1377651.4356358703,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110307,2011-03-07,-1758293.0211020885,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110308,2011-03-08,-440598.72488697513,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110309,2011-03-09,1022502.078728242,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110310,2011-03-10,1661604.6520871813,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110311,2011-03-11,-40800.1625531544,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110312,2011-03-12,-1256589.6709459515,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110313,2011-03-13,-471592.0791029958,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110314,2011-03-14,-1899845.0912106594,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110315,2011-03-15,-2246857.850161,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110316,2011-03-16,-749611.1880290501,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110317,2011-03-17,1603970.269515028,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110318,2011-03-18,1555155.5010872404,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110319,2011-03-19,-207524.34802408903,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110320,2011-03-20,-934483.5828673437,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110321,2011-03-21,-1225505.7732525012,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110322,2011-03-22,-1501626.1078257489,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110323,2011-03-23,-1512026.2592211496,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110324,2011-03-24,-1386995.13335132,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110325,2011-03-25,13895.652914479695,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110326,2011-03-26,-198381.6806320228,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110327,2011-03-27,-578421.0380518723,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110328,2011-03-28,295425.2172408401,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110329,2011-03-29,454957.4085055585,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110330,2011-03-30,1691569.7312927821,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110331,2011-03-31,2149085.1942896456,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110401,2011-04-01,-182919.86629701458,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110402,2011-04-02,-54735.16835356908,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110403,2011-04-03,883368.3863647833,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110404,2011-04-04,1311855.9701585954,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110405,2011-04-05,335909.36146198906,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110406,2011-04-06,-793181.5762254479,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110407,2011-04-07,109836.18159987095,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110408,2011-04-08,-578340.4581110498,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110409,2011-04-09,-983242.5005001439,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110410,2011-04-10,352956.72212716483,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110411,2011-04-11,1515557.0276333224,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110412,2011-04-12,1221717.1895289775,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110413,2011-04-13,-81004.14743833101,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110414,2011-04-14,-550113.3768601656,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110415,2011-04-15,-854604.4860461992,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110416,2011-04-16,-694472.4727107051,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110417,2011-04-17,-1348505.0088376405,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110418,2011-04-18,-1144723.3912396817,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110419,2011-04-19,-1238729.076108374,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110420,2011-04-20,-1354263.7045193498,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110421,2011-04-21,-1272461.082153132,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110422,2011-04-22,-1299181.3551352425,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110423,2011-04-23,-499923.93803101615,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110424,2011-04-24,-161749.31920636902,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110425,2011-04-25,-350801.3962539326,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110426,2011-04-26,-489647.5964174336,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110427,2011-04-27,-373161.6588354551,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110428,2011-04-28,-334972.63686037704,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110429,2011-04-29,-934561.7083764446,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110430,2011-04-30,-1479972.4991571293,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110501,2011-05-01,-1372667.6085027293,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110502,2011-05-02,-1083323.5028578227,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110503,2011-05-03,-422857.5257684282,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110504,2011-05-04,-223604.69811630616,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110505,2011-05-05,-1032600.2311143535,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110506,2011-05-06,-1277230.094550589,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110507,2011-05-07,-1239798.8797019485,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110508,2011-05-08,317256.98404302215,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110509,2011-05-09,-25533.02620695156,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110510,2011-05-10,155251.60584142723,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110511,2011-05-11,135328.90890350076,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110512,2011-05-12,970857.9936290393,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110513,2011-05-13,-147406.7162991722,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110514,2011-05-14,1301642.3565184511,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110515,2011-05-15,1600868.742272368,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110516,2011-05-16,1149263.4727028082,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110517,2011-05-17,570125.4452300764,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110518,2011-05-18,-26860.730644823343,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110519,2011-05-19,-69131.89030302814,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110520,2011-05-20,432937.4165167288,"{""type"":""MultiPoint"",""coordinates"":[]}"
20110521,2011-05-21,9658.93571536586,"{""type"":""MultiPoint"",""coordinates"":[]}"
